Review,Target
"Chose Air New Zealand based on a friend's suggestion. The crew were extremely welcoming and professional, and we were even addressed by name by our FA during flight from LAX-AKL. Mostly enjoyed the premium economy Spaceseat comfort (adding a footrest would complete the design). Food was much better than expected and plenty of it. I'm sure our experience in Premium Economy was vastly different from those in Economy, where Air New Zealand has 10 across seating on the Boeing 777.",Promoter
" Flying from Budapest to Rome, at the gate showing 20 min delay, finally ended up being 50 min. Same on our way back, incredible! Same thing happened a year ago, last time I flew with Wizz, return flight Budapest to Reykjavik. It is just not possible to have the same delay on both flights by accident.",Detractor
"As a very frequent traveller on Air Canada I had flown Rouge once previously and was very disappointed. While it is dubbed a leisure airline, the fares are not much different from the mainline carrier. My previous experience was with the Erou seating in business. The new configuration in Rouge is now 2x2' with power at the seats. The meal and beverage service from Toronto to Kelowna was comparable to a domestic Air Canada flight. The cabin attendant was pleasant and served the cabin well. A vast improvement over my previous flight. This review is for Premium rouge. I still would not fly in the economy section as the seating is extremely tight-29"" pitch. So chose this airline carefully.",Passive
"â Unverified | Los Angeles to Phuket via Seoul Incheon. Do not book your flight with Korean Air, they have terrible customer service. We booked our trip 8 months in advance and paid for our flights and hotels. My husband ended up not being able to go on the trip so I tried to change the ticket to my son and was told this was not possible. Supervisors will says they will call you back in 7-8 hours and a week goes by without a call, I tired calling everyday and was told they were unavailable. We ended up not being able to on the trip and lost over $5000 in air fare and hotels money paid. Our family is completely devastated. We never go on expensive trips and the first one we attempted we lost out on all because Korean Air can not change a ticket name from a father to a son of the same family. Weird since they advertise they pride themselves on family.",Detractor
LAX-SFO: Simple flight made easier by a relaxed crew. Great entertainment system blankets and pillows and a nice flow of a small meal and after-meal snack plus plenty to drink. Flight crew was very attentive from the moment of boarding and remained friendly throughout. Never had a grumpy flight crew with Virgin which cannot be said for other domestic carriers. Really great if you're a fan of the SF Giants on this particular route as they show World Series highlights on the SF Giants channel.,Promoter
I took a chance with CSA on a flight from LHR-GHZ-LHR. The 787 outward flight was fine no problems. the return flight was not so good. The inflight entertainment system had major problems and the flight crew announced that there was a problem with the system and it needed to be reset after 15 mins still not working. For about 8 hours of a 12 hour flight there was no inflight entertainment system. I am so glad I had my laptop at hand. The cabin crew were very nice. I will not fly with CSA again though. I will use KLM again.,Passive
HKG-PEK-NRT 12/12/12. First flight A321 cabin crew excellent although the English speaking FA had a very heavy accent which made it a little difficult to understand her. Service very attentive they actually opened the slippers and blanket pouches for you. Meal service came and they opened the tray tables for you. Breakfast however was watery eggs tasteless chicken sausage and spinach. In the past I have always found catering from HKG to be excellent but this was far from what is usual. Transit in Beijing was good arrived and departed from hard stands business class passengers had their own minibus to take them to and from the terminal. However transit in PEK meant going through an immigration check and there was only one open desk which the immigration officer took 10 mins or more on the passengers ahead of me on line. PEK to NRT on 738 with only 8 seats. Catering was sub par the steak was overcooked and the appetizers were brown tofu and dried fish. Again though the cabin crew were excellent.,Passive
"A few days ago I and my family flew from Perth to Johannesburg. Shortly after take off a crew member offered me six seats between four people at the rear of the cabin. Great! Shortly after another crew member asked me to move even further back to create more room. Still okay. Ten minutes later a third tapped me on the shoulder and said: ""you must move because we need this seat for someone else."" Note: said, not asked. Half an hour later the extra seats we had been given were allocated to a couple unhappy with their seats elsewhere. Thus no extra room, family split up, worse seats than our original allocation, carry ons all over the plane in a variety of overhead lockers. I accept the original move was based on a desire to help but the subsequent three were presumably the result of poor communication between staff.",Detractor
"  Athens to London with British Airways. To call this business class is some sort of mean spirited joke. To start with British Airways lounge is provided by Skyways which as jammed with both people and a bad assortment of food. The actual seat (3D) had no power plugs and no TV at the front of the seat, what you find in economy in Canada. The seat width was narrow and the pitch was pathetic. Flying premium economy on Cathay Pacific is dramatically superior. The flight from Heathrow to Athens was on a very beat up B767 on Aug 4/ 2017. The food on this flight was both minuscule and horrid. It is amazing that they can attempt to call this level of service ""business"". Very disappointing.",Detractor
"Flew from Helsinki to Beijing return with Finnair. Aircraft on the way out was a very tired A340, which proved how old it was by promptly breaking down whilst pulling away from the gate, causing a 2 hour delay (faulty cargo door according to the Captain). Food was awful, and the air was the driest I've experienced on a flight - wonder if the air con/recirculation system was past its best. Flight back was better due to the fact it was on time and only half full, but still the same tired aircraft and facilities. Incidentally, our connecting flights to and from LHR were very good, on time to the minute, and on clean, relatively new planes.",Passive
Flew DEL-MUM-DEL. Flight was on time and food was excellent. The IFE was satisfactory. They need to improve on that. Overall experience was good. Highly recommended.,Promoter
"My family and I were traveling to New Delhi, India in May from Newark and we were looking for a direct route from America to India to save time. The choices were between Air India and United. As we have tried Air India before, and we have not flown long haul with United for a long time, we decided to try out United's much touted ""new cabin experience"" in Economy class, where a ""three course meal"" would be presented, as well as improved services for Economy passengers. We had hoped United had improved since the last, disastrous time we flew them in 2013, but alas. It is the same lacklustre airline. Check in at EWR was relatively painless, and the TSA, is the TSA. We boarded and left relatively on time, and so far, things looked alright. And we were wrong about that. The 777-200 was old, to say the least, and in a shabby condition. The seats were worn and my recline didn't work- needless to say, for a 14 hour flight, this was simply not good enough, United. I was given a free drink to compensate, but a drink doesn't help you when you're stuck in an upright and uncomfortable position for 14 hours at 6 feet 3. My second gripe with this flight was the crew - and what a surly bunch they were. The ""three course meal"" much touted was not there - instead, we got served an awful mix of barbecue sauce and chicken, rice, and uncooked vegetables. There was no initial drinks run, and everything was served on one, tiny tray and due to this, our portion sizes were far too small. My son (aged 9) didn't eat anything for 12 hours. Breakfast was little better, with a choice between an uncooked omelette and an Indian vegetarian meal. The only saving grace of this flight was the IFE, but the screens were worn and did not respond to touch controls and the remotes in the armrest did not work. We have flown flights of similar length on Qatar or Emirates, and it is important to note how wonderful the food was, on those 16 hour voyages, and the plentiful snacks (I say ""snacks"", they were literally meals), and the courteous crews. There was none of that on a United flight of similar, or even longer length. The abysmal meals, disinterested and indifferent crews (who were nowhere to be seen after the initial meal service), and the shabby, worn condition of the plane and seats mean that I do not recommend United on such long haul flights of more than 10 hours. It's hard to believe that this airline is from Continental Airlines, which was (in my opinion), the best airline of America.",Detractor
LHR-ICN and ICN-SYD. Both flights onboard 777-200ERs. Asiana is a great airline in my opinion but the lack of AVOD is not really acceptable in 2012! (I wouldn't fly this airline long haul unless on board 747 no power points or AVOD in economy otherwise). However friendly staff and great food is why this airline still deserves its 5 star rating.,Passive
Recently flew Gatwick to Hurghada. Check in was great as Easyjet take up what seems to be an entire check in area of their own. Our hold bag was slightly over but the check in lady kindly ignored this. As we were travelling with our young daughter we boarded ahead of other passengers which allowed us to get settled without holding other passengers up getting things into and out of bags. Service during the flight was great announcements were adequate and we landed ahead of time in Hurghada. I am 6ft 5ins and found leg room to be fine. Sure you can't stretch out but it's fine for the duration of the flight. I really liked what seems to be new seating with thinner more comfortable padding. All in all another good experience with Easyjet.,Promoter
"  Afternoon flight from Medan to Singapore. Check in crew were friendly and efficient she even helped me with suggestion dealing with my overweight luggage. However I was not happy that we had to be bussed to the aircraft. Although flight attendants were professional, their sincerity didn't live up to their reputation. I can feel when one perform one's job from the heart. Amazing food for 1 hour flight. Definitely knock out all US airlines. Great deal can believe their price for a full service airlines. Can't wait to fly with them once they start flying from US to Jakarta.",Promoter
Manila to LA and the flight was great. Staff were hospitable. Most impressive was how they handled a delay. My Manila to Seoul flight was delayed and I was going to miss my connection on arriving they had staff waiting to meet passengers and direct them to connections as fast as possible and had held up connecting flights so everyone could make flights. My flight was also delayed into LA where I had another connection. Once again there were staff waiting for us so they could direct and usher us as fast as possible to other connections.,Promoter
Got a very cheap discount ticket from Milan (Italy) to Kuala Lumpur (Malaysia) and return. Each sector was on time and operated by an aircraft with decent legroom. Meals on board were excellent more bistro than airline food! Transiting at Istanbul airport is as painful as getting through packed Gulf hubs (as Doha and Abu Dhabi) but this is the unavoidable part of the journey! Just two cons: Most of cabin crew and ground staff at IST have really basic English skills. In Dec 2013 online check-in was not available at KL airport making the pre-flight experience a bit hectic. However by best Europe/SouthEastAsia travel experience so far!,Promoter
I flew from Bologna to Berlin in February with Germanwings A319 the flight was on time no free food or drinks on board and very kind hostess. The seats were a bit small and a bit uncomfortable the plane and the toilet were very clean. When I returned back to Italy the flight was 60 mins delayed it was operated by flygermania.de. The food and drinks on board were free this time but the food was not very tasty. The seats a bit better (Bigger) but the plane was not clean. Overall it was a normal flight.,Passive
QF111 PER-AKL economy (5hrs-tailwind record) upgrade to business for return journey QF112 (7hrs). After many years flying Qantas mainly domestic I have to say this flight was my best ever. Husband does not like overbearing cabin staff - this crew were so relaxed friendly and genuine. Business meal was particularly appetising and enjoyable. Left on time both ways and left us feeling very satisfied. Keep it up Qantas!,Promoter
" Miami to New York. Worst airline I have flown with. Will never fly Frontier airlines again. Flight got delayed, not even because of weather. Expect to pay $45 for your carryon and another $45 for your check in bag. Over priced for no reason and surprise charge. Should've done more research before I booked a ticket through them. Complete nightmare flying with frontier.",Detractor
"Sydney to Singapore and return to Santiago de Chile via Sydney. Both legs in Business on an A330 and also in the flight to Santiago on a Boeing 747. Overall, a nice, but dated, hard product, compared to the one offered by LAN on their new Boeing 787. Flight attendants were attentive and the food was tasty. Good wines and beers, but the IFE needs to be modernized. I haven't flown their A380, but I suposse is much better. All flights were on time and the Business lounge in Sydney is comfortable and allowed me to take a shower, which is highly appreciated. I would fly Qantas any time.",Passive
"  Chennai to Seoul Incheon via Bangkok. I thank the ground staff in Chennai (MAA) for giving me priority baggage tag for my ""gold"" Star Alliance membership status. Well, but they weren't supposed to",Passive
" We took a round trip to Mumbai from Brussels. The flight to Mumbai on December 9 was okayish. The boarding process was rather chaotic with poor instructions on how sequential boarding is to be done. The in-flight entertainment system is poor (not much choice) and rarely updated. The food and beverages were just about average. On the return flight, however, SN602 on December 31, our experience was really bad. We had provided our food choices (vegetarian food and child meals), while booking the tickets. Thus, the airline had almost 9 months to prepare our meals. However, they ran out of vegetarian meals, which is simply because of bad planning and incompetence. What I was offered instead was non-vegetarian food",Detractor
"  This has to be the worst airline when it comes to their policy on refunds. I paid for a flight nearly two months in advance for two people. The person I was going with told me a month in advance that they will no longer be able to make the trip so I had to get them taken off the reservation. When I called them to let them know I needed to take the person off, they told me that the amount I paid for the ticket will go to that person to use instead me",Detractor
SAW to ASR. Plane older but clean staff courteous. Have no illusions - service at Pegasus is plain and correct. No ads no hidden fees - just transport. The airport they operate from (Sabiha Gokcen) is far from the city and has its own separate issues.,Passive
"  Spirit Airlines canceled the flight from Los Angeles to Portland because not enough passengers bought the tickets. They couldn't reroute me because they don't have enough flights. So, I had to buy new round trip tickets for the next day from another airline at the last minute. The cost was much more expensive. They don't compensate the difference. I wasted my money for the round trip taxi fare from home to LAX and had to rebook the hotel at the destination. They refuse to compensate all the extra costs and the fare difference. A few years ago, one of major airlines cancelled my flight, rerouted me for next day flight but they provided one night hotel and food voucher. Avoid this tiny airline, they are short sighted and selfish. I wasted a few hundred $ and several hours of my time at the airport.",Detractor
" Amsterdam to Doha via Istanbul. I traveled at seat 14D-F with my family. It was behind the exit seats. Seats were really narrow, it was a terrible flight. Additionally, the cabin temperature was high.",Detractor
SQ285 from SIN to AKL. Despite a full flight service was good. Flight steward were attended to fulfil my request very soon after the bell was pressed. But disappointed over the ageing aircraft. SQ ticket price definitely not in the lower bracket but the 777-300 cabinet condition and facilities were just too old when comparing to other carriers.,Passive
MEL-DPS and I was impressed. Check in was painless at Melbourne and the boarding procedures were efficient. Once on board the relatively new A330-300 we were welcomed by friendly flight attendants and had excellent seats with very generous legroom.,Promoter
"  We took Air Europa from Miami to Madrid. After 2 days flew to Barcelona, 8 days later Barcelona to Madrid and Madrid to Miami. The flights all left between 30 minutes to 2 hours late. Regarding the meals don't count with the what is served aboard because you will be disappointed. When we flow from Madrid to Miami the crew staff was rude, for dinner they served only one option of sandwich with cheese and pork which some of us couldn't eat - I asked if there any other option because I can't eat pork, one of the crew members told his colleague ""We have vegetarian sandwiches but if we will give him one, every one else on the plane will ask for one"". Usually with my experience on flights there is a vegetarian dish for some of us who don't eat meat, but in my case the crew member just told me that there is nothing he can do for me.",Detractor
"I read past reviews and learned that you need to read their guidelines in advance. I avoided the $100 fee to check in at the gate but still had to pay somewhere between $40 - $50 just for a seat and a carry on bag. Simply getting a seat is extra - this was still OK for me, the total price was still cheap considering I booked the flight a couple days before it left. After reading the reviews I was fully anticipating a 1.5 hour delay, or more. Somehow a miracle occurred and our flight left only 20 minutes late - and we made up those 20 minutes on the flight back. However, flying out of LAX I looked at every other scheduled departures for Spirit and all of them were delayed by at least 2hours. I truly believe that people only complain when things go wrong - I thought maybe this airlines bad reviews are simply because those who get to where they're going with no hiccups never bother writing reviews. With that in mind I had every intention of writing a review, no matter how good or bad the flight went. My flight was good, but the fact that all other flights were delayed by that much scares me. I overheard some of their announcements on further delays, and no explanation was given. I'm not going to fly Spirit again purely for that reason. You know something's wrong when an airline can scare away a traveler for reasons that didn't affect their own flight.",Passive
Absolutely terrible airline like riding a ragged city bus in the sky. Uncomfortable seats no leg room and rattled more than any other plane I've experienced. Extra fees everywhere. We booked a month in advance and were told they could not check us in because cut off had passed by 2 minutes after they had us standing in line for over 20 minutes. We had to wait 6 six hours for another flight. Ft. Lauderdale Airport is some what responsible as well their facility is a disaster. Spend a little extra and go with an airline that doesn't have hidden fees and pathetic customer service at every turn. They will never get another penny from our family.,Detractor
"Flew with AirAsia from Chennai (Madras) to Kuala Lumpur. Quite a full flight. I'd checked in online and it was a breeze through the baggage drop as most passengers seemed to have decided to check in old skool style. Plane was loaded efficiently and departed on time. With a favourable tail wind and lack of air traffic, we arrived in KUL half an hour early. Unfortunately there was a plane in our parking slot which hadn't departed yet, so lost 15 mins. The seat on the plane was pretty standard Air Asia legroom and recline - not a great deal. But given the attractive price of my ticket, I'd say it was pretty good value for money. Couldn't really comment on the inflight service as I was asleep for the most part or playing games on my phone. As we seem to have been the first flight of the day arriving, some of the entry doors in the KLIA2 terminal were not opened, further eroding the gains from the early arrival. Quick through immigration and a long wait for baggage to be unloaded - this took about an hour. Also, quick through Customs checks. All in all, a great value product for a short flight where luxuries are not required.",Promoter
 Delhi to Dubai. I have been a frequent flyer with Indigo. I appreciate the timings comfort and services. Most annoying and embarrassing is when you want to pay by card 99% of cases it's declined.,Passive
"  Baltimore to Milan via Keflavik. To all travel friends, this is our bad experience flying with WOW air. First about carry on personal bag carries need pay 65 Euro. No water given free in 8-9 hours international fly. Everything you need pay for that. And always sales on the air plane was distributed. No flying with WOW air more for me and family. The first and the last.",Detractor
Visited 8 cities in 15 days and ended with SÃ£o Paulo to Toronto (AC91) which was my only flight on AC. Bit of a bumpy ride with tight seats but the staff and entertainment more than made up for it. Staff made sure we all were totally taken care of offering all drinks food items and water at all hours! They also had to take care of a serious health issue with one of the passengers and ensured the rest of us were well taken care of. Entertainment was great! Could chose own movies and had no glitches! Best staff ever had on any flight! Will be flying AC again!,Passive
"Late evening departure on BA28 from Hong Kong to Heathrow, plane fully booked (pre-Christmas season) in all classes. My seat was 2K, the senior male purser presented himself and addressed me with my Christian name - I did not object, had the impression that this is part of a nice intimate atmosphere. During the flight I found out that the majority of the 14 pax in First class preferred a more formal approach and were addressed with their family names. The purser offered the champagne welcome drink and I gladly accepted, and soon my face turned pale : the champagne was almost as warm as a cup of tea. His apology came prompt, but too late. They simply had no cool drinks on board and needed about an hour - or 30 minutes after takeoff - to have the respective drinks at the right temperature level. British Airways did not control this service process properly. Maybe nobody was in charge, maybe it was simply forgotten. The plane had arrived in Hong Kong about 5 hours earlier, so there was enough time to take care of the quality of beverages. The remaining flight was ok - cordial hosts in the predominantly male service team, food not sensational, but it was after midnight, so no complaints in this respect. Seat was fine, had a nice sleep during the 12.5 hour flight, breakfast options okay, arrival ahead of schedule. So is there a reason to complain and to give rather low marks? Yes, we are talking about first class in a leading European airline. The product has to be perfect, that's part of the game in first. Serious irregularities result in harsh reaction of the customer. For me this means that it was most probably my last long distance flight on BA. No marks on inflight entertainment because I chose the sleep option.",Detractor
Norwich to Montreal via Amsterdam. First sector on Fokker 70. Pleasant flight crew courteous in a mechanical kind of way biscuit tea and coffee were served. Amsterdam to Montreal was on MD-11 which surprised me since I didn't think that they were still in service. Food was adequate crew friendlier than those from Norwich. However after getting over the novelty of MD-11 I think KLM should seriously think of replacing them on such a busy long route as Montreal. The seats are excellent and roomy however this is a long trans-atlantic flight and putting an aircraft with no individual IFE's on it is inexcusable. Also the seats are old and worn and the aircraft quite noisy. All in all an acceptable flight but nothing special.,Passive
Auckland to Singapore with Air New Zealand. The aircraft was new and comfortable. Take off and landing very smooth. Cabin crew were very attentive. Plane was about 90% full but pleasant atmosphere was maintained. Supper was okay and breakfast was good. Entertainment selection not so impressive,Promoter
"  Frankfurt to Washington Reagan via Philadelphia. Check-In and Security were smooth and we boarded, by bus, in groups to avoid long lines. Seats were Ok, pretty standard and IFE was also standard. Nothing special but Ok. The Seat configuration was 2-4-2 and I sat on 27A. 20 minutes into the flight they had to restart the IFE because it was overheating. After 30 minutes of waiting, it could be used again. Another technical issue I noticed was that the USB ports didnÂ´t work, which was pretty annoying since I had a layover. However the IFE was pretty good. Especially there were so many good movies available that was incredible. Of course you had a moving map, TV Series etc. About 2h into the flight the crew served some food. As i sat on the back of the plane there was only 1 food option left, which was a Shepherd pie, it was delicious. It came with some salad, a bread bun and a cherry cake. The crew distributed drinks. After main course the crew dimmed the lights and we had to close our window shades. Shortly before landing the crew served either a Vanilla - or a spinach wrap with drinks. My layover in PHL was tiring but ok. At the gate there was no agent for a long time even at boarding time. So we had about 20-30 minutes delay, which was ok but I didntÂ´t knew the reason. As the flight from PHL-DCA is only 30 minutes long there was no service. I was surprised about AA since I wasn't expecting that much, but I had a great flight with only a few things to complain about.",Passive
  Auckland to Wellington. The staff on the flight NZ449 were outstanding. I was travelling with my daughter back home and they topped our trip off. She had a grin on her face from the start of the flight until the end of the flight. Thank you for making her feel like she was the only one on the plane. She will definitely remember this experience!,Promoter
I flew on May 26th 2014 with LH 415 from Washington Dulles to Munich. Stewardesses were very friendly and also flexible to help me to change my seat after boarding. Meals were ok but not as good as on Austrian Airline flights.,Promoter
 Luton to Bucharest. Very unprofessional staff at the airport. I paid extra for priority boarding but ended up among the last people to board the plane. They lost my luggage last December and haven't heard back from them since. Their call centre is a joke. The person assigned to deal with my claim doesn't even reply to my emails. It's worth paying a bit extra and fly with a decent company that has some respect for their passengers.,Detractor
LHR-LIS-FAO return. All flights left about 10-30 minutes late yet the time was always made up in flight. Seats are quite comfortable and I would recommend row 24 on A321 as it is exit seat with extra room. Food served is average usually a cold sandwich apart for on LIS-LHR where due to a crew shortage no food or drinks could be served throughout the flight. TAP is a good option against the LCC when going to Europe as they offer competitive rates and include all meals and baggage. It must be said that their Lisbon hub is not the best due to the lack of signs and long walks between gates when transferring.,Passive
New York JFK to Paris CDG with American Airlines. Newer airplane thus the fully reclining seats were quite comfortable. Service was acceptable and the flight attendant was very accommodating. I was able to sleep most of my flight without disturbance from the staff. Bathrooms were clean. Would fly with American Airlines again.,Passive
March 3 WG 510 Cancun to Toronto. 8 hours delay. Flight supposed to leave around 2.30pm and left close to 11pm. Nobody gave any reason why flight was delayed. The only statement from the captain was that this plane came around 5 pm after being delayed on some other flight. He had no further details. Ironically there was an incoming flight from Toronto which landed around 2 pm. Either way the policy of disinformation was only topped by rude and unfriendly hostesses. Not heating the plane must save money. Everybody sat there in their sweaters and coats. Solution next time it's another airline.,Detractor
"  Manila Clark to Madrid via Doha. This was the first time for us to fly out of Doha. We utilized the complimentary shuttle service at the Trinoma pick up point. There were just a handful of passengers so the bus ride was fine. Check in at CRK airport was okay although there was a glitch in terms of the seat assignment. When I purchased the tickets, I made sure seat assignments were reserved and confirmed. Unfortunately, when we get to the check in counter, we were assigned different seats on our DOH-MAD leg. I find it exasperating as my partner and I were traveling together yet we were situated in seats far from each other. What's the point of pre-selecting seats? Past the immigration clearance and security checks, we headed to the lounge. Lounge was pretty basic. A meagre selection of snacks and refreshments. Air-conditioning was way too cold. Whiled away the time at the waiting area. Boarding came, there was no system in place. Boarding queue was chaotic. Premium passengers were overtaken by coach passengers. Anyhow, in-flight service was superb. The cabin crew took heed of my specific requests. It was great as it was dining-on demand. Meal service was spotless. I had to stay up the whole flight to shun away from jetlag. Thanks to binge watching Modern Family and Friends on Oryx.",Promoter
"  London Heathrow to Lima. After my rave review of Norwegian to California, I find myself back on British Airways on my regular trip to South America. No delays on departure and well ordered boarding, but despite the smiles, British Airways staff just can't quite reach out to passengers as was the Norwegian experience. Tired, grey Boeing 777 interior doesn't help either. Okay the rudiments of a service are there but come on, who decided no alcoholic drinks served with dinner or replace the afternoon tea with a box of sickly snacks and half a tumbler of water, to later serve quite a tasty lunch with just coffee or tea ? Pokey TV screen but okay IFE programme choice. I suppose this is the best we can expect but with so called low cost airlines doing so much better, the main carriers deserve to lose ground.",Passive
"  Phuket to New York JFK via Beijing with Air China. This airline literally ruined the end of my vacation. First of all, the crew from the ticket counter to the airline stewardesses were rude. During the 13 hour flight, the food was disgusting and I was provided the equivalent of 2 dixie cups of water. When I asked for 2 more cups of water, I was told I was only allowed 1! When I asked the second time, I was told to go into the galley and get it myself. I have never been treated with such disrespect. On the way there, in my weariness from traveling 32 hours, I left my tablet in the seat pocket. When I called the airline once I got to the hotel and realized it was missing, I was told that it was not their responsibility and that I would have to deal with the Phuket airport. I called them and of course no one spoke english. Upon returning to the airport at the end of my trip, there was zero Air China customer service attendants to be found and their office was empty. To add insult to injury, while in Bejing on my 1 hour layover, the ticket attendant literally yelled at me and fellow passengers that we were 'slow' and needed to 'hurry up' to make our next flight to JFK - our plane had just arrived! Once getting to JFK, my luggage was nowhere to be found. I had to go to the Lufthansa counter to report my lost luggage becausee (surprise!) no Air China employees could be located. I was told that nothing was in the system tracking my bag and now, 4 days later, my bag is still no where to be found. I can't even file a missing bag claim with Air China because there is no customer service number and in order to file, you must mail or fax (what is this, 1980?) to a number that is provided by the local lost and found office which is unobtainable because no one answers the phone at JFK lost and found and no one returns calls. Long story short, saving money is not worth it. The $200 I had saved has now cost me over $2500 in lost valuables with no remediation.",Detractor
J class BAH-BOM return. Check in a breeze pleasant staff through business security in seconds. Lounge very good vast array of food and beverages fast high speed wifi lounge spotless and very modern. Staff onboard were pleasant 8 seats full in Business menu option not available no menus no wine list not a great selection of avod. Landed ahead of schedule fast track immigration bags off promptly. On the return check in a breeze I had left my Ipod on board on the outbound flight and it was there at the check in desk when I arrived. Immigration priority lane security is a nightmare in Mumbai with constant checking and rechecking of bags re-tagging them rechecking boarding cards. They use the airport lounge clipper dark dingy no alcohol food is very poor. Flight on time crew pleasant if not robotic few smiles. Menus offered good wines and food. AVOD the same as the way out landed early private bus from aircraft for business pax but bags of last. Overall Gulf are trying hard and will use again.,Passive
"  Singapore to Bali. First and last time traveling with this airline. We paid double the fare to board ourselves to a later flight in the day due to arriving late at airport. The check-in staff assured us to board us onto the next flight. The price difference is nothing short of predatory pricing. AirAsia insists on an all-in tix plus luggage overweight charges, airport taxes and everything else. Fine, we did as per their recommendation and waited 2 hours to the ""next flight"". But the airline delays an extra 2 hours (this is only a 2 hours flight) and our first day of the vacation is almost over. Do yourself a favor and book Tiger/Scoot next time.",Detractor
The Dreamliner flight from Sydney to Delhi was a disappointment. 1) Seats were very cramped. Not adequate leg space for such a long flight. 2) Toilets were dirty and toilet tissues were not replaced. 3) The entire economy seating area smelt. 4) A snack and a drink was very much needed before landing. Just two meals for a 13 hour flight was not adequate. 5) Fruit juice and diet drinks were not available after the first meal service. 6) A wet wipe or steamed towel should have been provided at the end of such along flight. We had to disembark even without being able to freshen up. Definitely not up to international standards.,Detractor
"Chicago O'Hare to Seoul return two weeks later. The seats were more comfortable with more leg room than expected so I was able to sleep in Economy Class. Flight attendants were professional and helpful. While the meals weren't always to my taste they were served and cleaned up efficiently. An unexpected perk was the layover in Seoul where I was able to enjoy the 4th floor ""Rest and Relax"" area.",Promoter
SYD-PVG-CDG-PVG-SYD during March. Departures on all legs were within two minutes of scheduled time and all arrivals either on time or early. Cabin crew were attentive without being in your face meals were delicious especially the Chinese options and wine beer and spirits kept coming. IFE offered a great selection of international western and Chinese movies. Cabin cleanliness superb and the PJ's and the lie flat beds were wonderful. The less said about the PVG lounges the better.,Promoter
Vancouver-Amsterdam in Business Class. Overall a poor experience. Lounge shared with 5 Asian airlines looked dated not clean limited food/snacks on offer (instant noodle soup) dirty washrooms and cramped seating. Wifi OK. Boarding chaotic. Priority given to family with small children resulted in 40% of all pax moving forward. On board seating unacceptable as to be expected no lie-flat seats. Food and beverage service just acceptable. Not a fan of a Dutch Winter meal (hutspot) offered in mid-summer. Professional friendly Staff. Offering a non stop YVR-AMS service is a big plus. For me the only reason to choose KLM.,Passive
" Newark to San Francisco. I was flying back home from college and had packed so much that I couldn't fit my laptop back in my bag and left it on the plane. The night I got back, I woke up at 3am in a panic, realizing what I had done and filled out their lost baggage online form. To my surprise, I got a text back from United no less than 5 minutes later (at 3am â€“ great service!) that said they had found it and gave me the option to pick it up or have it shipped to me. I chose to pick it up that morning from SFO and the woman working at the service desk in United's baggage claim terminal was extremely helpful â€“ I had my laptop back in about 2 minutes! After doing what I never thought I would â€“ leaving my laptop on the plane United provided me with excellent service on Christmas Eve and returned it back to me. Thank you United and thanks to their lost and found department!",Promoter
Entebbe to Johannesburg 15th Sep and back 21st Sep flight SA161 and SA160 respectively. I was jolted out of my sleep by a loud announcement that 'after rebooting several times the TV screens at the back have failed to function and we apologise for the inconvenience'. Come to think of it even on 15th those screens never worked and the whole flight seemed like one of our typical bus rides. That aside the rest of the things were pretty good. I would definitely choose SAA for my next flight down South!,Promoter
"Great flight in seat 6K, aircraft quite old but in good overall condition, departed on time from Heathrow, arrived early in Chicago. Service on board was excellent as was the inflight entertainment, food pretty good too. Cabin crew friendly enough and luggage arrived ok so I'm very happy with United.",Promoter
"Flew with Brussels Airlines from Prague to Manchester and found them to be accommodating and friendly. Overall, the flight was on time and service decent. Would consider again if doing a short haul in Europe.",Passive
"19 Nov 2014, Rome-Fiumicino - New York. Never again, I took the flight from Rome via Copenhagen to NY. They not only have a 20 kg allowance which I had to pay a lot of money because I had the regular 23kg packed, but they also are not exactly generous and made me pay over 100 euro for those 3 kg. I would not recommend flying this airline. Their concept is to make money off every single incident and have built in some rules that enables them to make that extra money. It's not as cheap as it seems if you add those costs.",Passive
Flew NCE-BRU and BRU-NCE b economy flex. Good onboard service with free coffee drinks and snacks Brussels Airport convenient and easy to use. All this with a low ticket price. A good choice also if you want to connect to Africa cheaply.,Promoter
"In April my husband and I had booked business class seats from Bermuda to London on British Airways. The flight was cancelled and we were rebooked on the next day in premium economy and to date, two months later, no refund or compensation. We are gold card members and fly to London business class about 12-14 times a year. The service from Customer Relations is absolutely unbelievable. Last September I had glass in my foot on a flight from Bermuda to London as a result of flight crew dropping drinking glasses and not cleaning up properly. No compensation. British Airways has the monopoly on flights from Bermuda to London and the service is simply terrible. What really bothers me is that no one cares from British Airways, and I have no idea of where to lodge a complaint.",Detractor
Flew MXP-HAM on July 4th and back three days later. Onward flight delayed half an hour but no big issue as I was travelling for leisure and Hamburg was my final destination. Plane reasonably clean and comfortable crew friendly even if not as professional as you would expect them to be (often making jokes and laugh among themselves). Seat assignment worked fine so the boarding was smooth even though a bit slow both ways as they start to queue people at the gate well in advance. The best things were price and schedule which is what makes you choose a low cost carrier at the end. I often fly Ryanair as they are based in Bergamo where I live and work and it had been a long time (8 years) since I last flew with Easyjet: this experience was ok and I will still consider them as an option for future trips.,Passive
