Review,Target
Like some of the folks here I questioned my sanity for booking Frontier after reading the reviews! But it was the only non-stop to Denver from Reagan National. I was pleasantly surprised OK so my standards are not that high but was more then comparable to US Airways I normally fly to Florida. As another reviewer said read the rules. There was a woman on the Denver to DC was arguing about the size of her carry-on at least this airline sticks to their guns about the size allowed.,Passive
"  Paris to Dubai. Boeing 777-200ER used looked pretty old but inside refit had been carried out so overall quite pleasant. Staff were pleasant, always polite and efficient which did surprise me as Air France had issues with this before. Food was above average but again the quality could have been better. Good selection of drinks. Overall very satisfied but seat space is a real issue in economy. Disappointed with check in process though",Passive
"This was the return sector of my trip. Check in was again hampered by business class passengers using the first class counter. The premium lane for immigration really made the airport experience easy. The lounge in Bangkok was excellent and food good, although there was no area seated for first class passengers. On board this time, again the seat was the highlight",Passive
"I can't believe what a dissapointment this company has became, I had a flight from NYC to Memphis, on Friday 12th, my flight was cancelled at the last minute without any explanation. I catch a early flight in the morning of the 13th, then I have my return flight from Memphis to NYC on the 14TH June. When I got to DCA my flight was delayed and as always at the last minute they cancelled my flight, they didn't even give us a hotel room., I slept at the airport thinking I would leave the airport first thing in the morning, to my surprise I didn't, they put me on another flight with US Airways which was the same, as I was waiting for my flight, they cancelled again, then they put me on an AA flight leaving at 9.47 am and now is leaving at 10.",Detractor
"  Kolkata to San Francisco via Abu Dhabi with Etihad. Did not make the connection in Abu Dhabi because of a minor 30-minute delay departing from Kolkata, and the pre-clearance was already closed for the second leg from Abu Dhabi to San Francisco. The pre-clearance in Abu Dhabi is Etihad's main selling point however, it's actually a huge pain and causes lots of passengers to miss their connecting flights. Etihad automatically rebooked me on a later flight to LAX, then LAX to SFO with American Airlines, adding 10 hours to my original trip. All they did was take my boarding pass to SFO and give me the new boarding passes to SFO via LAX without any explanation. No lounge access or hotel was offered to me. No one was able to tell me if my luggage would follow me, which was really frustrating. Got a middle seat for the Abu Dhabi-Los Angeles which lasted 17 hours. Also, cherry on the cake, the LAX-SFO was cancelled due to ""air traffic"" and no one told me, so I ended up flying United back home, arriving 13 hours later than originally planned. Finally, my luggage did follow me - surprisingly after so many obstacles. Anyway, easily the worst trip I've ever had. Not flying Etihad ever again, the onboard experience was a 3/5 but the ground experience 1/5. More importantly, just stay away from any pre-clearance in Abu Dhabi, you're likely to miss your connection and waste a huge amount of time as a result.",Detractor
"  Humberside to Sydney via Amsterdam / Abu Dhabi. They simply did not care. I am a gold member of their loyalty program - I booked my flight on the KLM website - after specifically asking questions about benefits privileges and differences - as the flight was a code share - was told there would be no difference. Lie number 1. I booked the ticket and went to book seats online. I could book KLM seats but not partner (the message on screen said seating plan is currently unavailable try later) - Lie number 2. I called after booking to reserve seats and was told I needed to do this with Etihad, I called Etihad and they said it wasn't possible and I needed to do this with KLM or at the airport: meaning that I would get whatever seat was available 3 hours before the plane would leave - for an 8 hour and a 14 hr flight that's just not acceptable - and certainly not like for like with KLM operated flights. When I complained I was told I could cancel my flight at a cost. In the time taken going backwards and forwards between the many KLM service departments other flight costs had risen significantly and I was trapped. After this experience on the way out I asked about upgrades I couldn't use points for the KLM part and I couldn't pay for the Etihad part my option was to upgrade to business class which cost more than the original ticket. I have done many long haul flights with various operators - KLM included - some code share some not. I am now sat at the airport waiting for the check in desk to open, I tried on the KLM app where it was not possible, they advised to use the self service at the airport - that's not possible. So I'm sat here until the desks open, thank you KLM. This is not as described when I specifically asked this stuff before booking. The flights in themselves were ok but this level of misinformation and poor customer service is inexcusable. I would not have booked this flight if I had been told the truth when I called before booking. And I will not put up with this again",Detractor
"  Tokyo Narita to Vancouver with Air Canada. Good flight with attentive attendants, but it was very difficult to be served in French, one of the official languages of Canada. The flight left on time from Tokyo Narita and arrived on time in Vancouver. Food was good but not exceptional. Confortable new 787-9 with a good IFE system and lot of choices. Overall a good product, but the reference of excellence is still All Nippon Airways.",Passive
" San Antonio to Las Vegas. The experience was an awful one from behind to end and we ended not ever even getting into the air! We boarded our flight on time to leave at 0940 & an announcement was made stating there was a â€œsmudgeâ€ on the stabilizer & once it was looked at closer it would be signed off on & we would be in the air within 20 minutes. The 20 minutes turned into 35 then 45 then 90 minutes while being strung along by the crew with â€œit will be just a few more minutes before take off...â€ they finally allowed us to deboard the aircraft and told us to return at 1300 to board, we returned and were told there were no updates and that no accommodations would be made. After a frenzy the flight was finally declared cancel with no flights out to our destination for about 4 days! We then had to jump through hoops to track down our luggage so that we could change our plans. There was no level of empathy or apology offered by any team member at any point during the process. It was completely awful & I'll pay extra just to avoid this airline in the future.",Detractor
" Bogota to Aruba. We booked our flights weeks in advance and noticed during the check in period of our return flight that we were not able to do online check in. The only message we got was to find a staff member of Avianca. At the airport after queuing for long time we were notified that the flight is overbooked. Avianca overbooks all the time, why does the employee act as if she is doing this for the first time? Avianca knew 1 day ahead that flight is overbooked, why not inform us and avoid us getting up at 4:30 am and get angry at the airport? Avianca rebooks us onto an alternative which is also sold out, costing another 15 minutes to find another option - after making a picture with the mobile phone of their computer screen that person went away to manually print our new ticket. At the counter there are 2 employees standing next to the person handling our case and she is laughing and chitchatting with them about things which are not relevant to us. Avianca allows employees at check in counters to spend so much time per customer, it is not strange that flights get even more delayed and passengers even more annoyed! We did receive the the breakfast voucher since were rebooked to a flight 10 hrs later and flight compensation EMDS. I am very disappointed in Avianca as a national airline carrier.",Passive
Flew Indigo from Delhi to Bangalore and return. I have used Indigo several times over the years and the years and they have yet to disappoint me. I was particularly amazed at the great customer service and the cabin crew's happy attitude towards the customers. On-ground check in was fast and easy. Transfer from T3 (international terminal) at Delhi to the domestic terminal was a breeze this time around. Super clean planes. Will strongly recommend for travel for domestic flying in India.,Promoter
"Price was good, competition between Middle Eastern airlines has now knocked BA off the radar as far as the Perth - UK regional airports is concerned on both price and flying time. 2 flights rather than 3 flights is far better. Being able to fly directly into regional airports missing out Heathrow is a big plus. Seat comfort not great, then no economy seat is comfortable for 11 hours! I did find the seats very hard and I needed to sit on a pillow. The flight was extremely full - every seat taken, good for the airline but not good for passengers! Food a mixed bag, good dinner on way back but no breakfast served before arrival in Perth instead a chicken dinner meal? Would have preferred a cold breakfast - fruit or just a bread roll option. A potato sandwich was served as a snack before landing in Manchester. The pasta dish was good and the noodle dish was excellent. Ground staff did take a bottle of suntan lotion bought in duty free at Manchester fully sealed in a tamper proof bag with receipt showing, despite being assured by the shop assistant in Manchester that it would not be a problem transiting with it so long as it was in the tamper proof bag. Etihad please communicate with other airports re this if this is your policy! Another point on transiting, I fully understand the need for enhanced security at the gate however once you are in the gate you cannot go out and there is no water available or toilet facilities in the gate. Also better crowd control was needed at Manchester as when announced that rows 1 to 3 could board - literally more than half the passengers stood up and started to queue, despite being told several times not to!",Passive
"  Venice to Toronto. I was glad I read the reviews of Air Canada Rouge before I flew it for the first time. It helped me set low expectations, which is the key to having a better experience. I was a bit nervous that our 9 hour flight from Venice to Toronto was going to be purely awful, but it wasn't as bad as expected. Check in was completed in about 3 minutes. The plane was on the older side, but was in fairly decent shape. The center bathroom in the middle of the plane is the largest bathroom I've ever been in on an airplane. Easily twice the size of a normal plane bathroom. We were in 25A/C and the seats are normal economy seats. It didn't feel more cramped than other economy cabins I've flown in. There is no entertainment available, so make sure you download the Air Canada app on your tablet or phone before you board. There are quite a few movie choices on the app, but most of them are old. We experienced no problems with the connectivity on this flight. On this flight we were offered a hot meal (pasta or chicken), a snack (bag of cookies) and then a hot snack (chicken or veggie wrap). Alcohol is available for purchase and the crew were constantly wandering through the cabin offering water. The food was decent and typical of other economy class meals I've had. I read a lot negative comments about the crew. Our experience was different. We thought the crew was very good. All of them were pleasant and helpful. Only one of them on our flight rarely smiled, but overall they were good. All of them are multilingual, speaking two, three or four languages. Whether or not our experience with Rouge was an anomaly, the key here is to know what to expect and adjust your expectations accordingly. And don't forget to download that app, or your flight will feel twice as long.",Passive
AMS-VIE. Had an extremely cheap ticket so wasn't expecting much. Flight was 90% full in Economy and 50% in Business. Boarding at AMS was quick and from the rear towards the front co-ordinated therefor boarded as one of the last ones. Still able to take some newspapers (local Austrian and English ones) for the flight onboard. Service was up to standards with food and beverage needs for a 1.5 hr flight. Arrived early in VIE after a late push back in AMS! Good service seats could be a bit more comfortable but no need to complain.,Passive
"CGK-PKU on August 10th. On time performance began from boarding to pushback to take off. On boarding the aircraft the crew gave the ""Garuda Indonesia greeting"" with hands clasped together. Before take off given candy and I had PTV in my seat. Catering was great.",Promoter
On the first leg from LHR to Bahrain the plane was filthy trays hadn't been cleaned and we were put right at the back of the plane - so by the time we got any food there wasn't anything worth having. Second leg Bahrain to Bangkok even worse - no inflight entertainment and plane was also very dirty. Staff were pleasant enough but nothing compared with Qatar Emirates and Etihad. Booked with Gulf Air as I thought it would save me money - but for the sake of Â£50 next time I will choose another airline. Watch out when you get to Bahrain - they tell you one gate number and then it suddenly changes so its a mad dash to get to the right gate in time.,Detractor
"Brutal seats. I am 6'4"" and could barely get into the seat. The passenger in front of me insisted on reclining his seat back. The AC Rouge website states that the slimline seats provide more room and more comfort. My legs are still swollen from the flight. The only good thing about flight 1892 YYZ to Tampa on January 16 was the inflight cabin attendants. I will never fly Rouge again.",Detractor
"Air India Delhi to Singapore flight AI380 flight was cancelled at the last minute citing 'crew shortage', after half the people were checked-in. Total chaos. This is a regular feature for DEL-SIN route, previous cancellation a week back. No other option than to wait for the next day flight. Avoid this airline.",Detractor
"  Sharjah to Chittagong with Air Arabia. Good value for money. Well maintained schedule. Good offers every week. Check in very slow in Sharjah. Seat not comfortable. 1 of the cabin toilets is restricted by cabin crews. As such, there is always a long queue.",Passive
"May 16 2015. What a disappointment. I have flown SW before and have been very satisfied until yesterday. I flew with my wife son his wife and two grandchildren ages 1 and 3. You could tell right off a couple of stewardess's were not happy we had kids. One was very rude acting as though it was her company. Yes inflight they started crying what are we to do not fly? We did all we could to calm ""the children"" down. It lasted about 1/2 an hr in all believe me it was worse on us as we tried to keep them quiet. The people behind us were making comments out loud and then when we got off the plane we find out from friends of ours in the back of the plane said how the steward's were rudely commenting about our kids. I will say that there was one stewardess older that was compassionate.",Detractor
"  Berlin to Yerewan via Moscow. Being born in Russia, I have been always proud of Russian hospitality and the high quality of service. Unfortunately, each Aeroflot flight undermines my pride. I have been dissapointed, when my flight Moscow to Yerevan was cancelled without any prior announcement. I was waiting in Sheremetyevo to check-in my luggage (only two counters were opened for international flight passengers) just to find out that my flight is cancelled. However, one can see ""on time"" mark on the timetable. My husband was at that time flying to Moscow from Berlin to catch the same flight. Dut to the weather conditions, I expected the cancellation to happen, but what happened next, demonstrates the complete lack of Aeroflot`s ability to organize the passenger flow in such situations. My husband eventually got stuck in the transit zone with the flight information ""on time"", no Aeroflot personnel and people, who were sleeping on the mattresses! He found an Aeroflot representative only after an hour of running through different terminals of Sheremetyevo airport. At the same time I was literally fighting to get the same-day-flight to Yerevan (2 ladies at the counter for over 200 passengers), while the Aeroflot representative was extremely impolite and borderline offensive. Eventually, I got a flight 3 hours later (which got delayed for 3 more hours), and my husband managed to get a flight 3 hours (plus 1 hour delay) after my delayed flight. Waiting time at Sheremetyevo was more than 10 hours. We could not even fly together. They still had seats but they pointed out that it ""is too difficult for them"". No food or hotel were provided, not even a bottle of water. Anyway, the whole time all I wanted to hear was: ""We are sorry for your inconvenience. Your possible options would be"". That is what I expect instead of misleading information, disrespectful personnel and tricks Ã  la ""how to not provide hotel by stating the wrong time of the flight"". I still hope for an official excuse letter.",Detractor
One of the worst airlines I have ever flown with. Although I've flown with the new Dreamliner from Delhi to Frankfurt the aircraft was in a disappointing condition. The cleanliness was poor the crew was rude incompetent and not very service oriented. At least the flight was cheap.,Detractor
Round trip: Houston - Beijing - Shanghai. Beijing to Shanghai was altered and an hour and half delayed. Worse Beijing to Houston was cancelled without notice nor a reason. Had to stay an unexpected day for next flight.,Detractor
"  On Wednesday 5/25 I attempted to make my first flight with Spirit from New Orleans to Chicago. However, after the flight was delayed twice (changed on the board, never announced) the flight was cancelled. The passengers were only told to go to the ticket counter to resolve any flight issues. No other information was given. At the counter we were told that the next available flight would be in 3 days - Saturday 5/28. No accommodations were made for anyone. Persons trying to fly home were not given hotel vouchers, no attempts were made to try and find alternative flights. I have never experienced such poor customer service from any airline. I received a full refund for my flight (although I have yet to be credited on my credit card). I attempted to find another flight with another airline but due to the short notice the airfare was extremely high and i was forced to cancel my trip.",Detractor
  Denver to New York with Delta Air Lines. Carry on baggage very small. Leg space very short not good for tall people. Customer service not so good attitude. Assigned seat available is last row and seat pocket with old dirty plastics and food.,Detractor
Always remember that you get what you pay for. This airline lures you with low fares then has lots of add ons. $35 for a carry on #25 for a checked back and also you have to pay to select a seat. Minimal staffing at airport so unable to answer questions. Flight from DEN-LAS delayed 4 hours due to mechanical delay no support from airport staff. Return flight boarded 45 min early with final call 30 min before scheduled departure because they wanted to leave early. Worst turbulence ever on approach into DEN never had with other airlines even in bad weather. Would not recommend. Crew not particularly friendly.,Detractor
"  Today's trip was a one-day return without any checked-in luggage. In both Amsterdam as well in Hannover I could use the Skypriority facilities allowing me to skip the lines for security. The Crown Lounge in the Schengen area of Schiphol Airport was not too crowded and well stocked for breakfast. The lounge in Hannover is a contractor lounge with limited amenities but featured a good WIFI network. The flights were the typical KLM Cityhopper regional service, both left reasonably in time but arrived spot on time at destination. On both flights, the onboard service consisted of a pre-packed muffin and a pre-packed cup of water. To my surprise no coffee or tea was offered, probably due to the 40min. flying time. The outbound flight to Hannover was a brand new Embrear 175 while the return flight was operated by a Fokker 70. Both aircraft are fitted wit leather-covered slimline seats, however the older Fokker offers a more generous legroom then the Embrear. Cabin crew were friendly and professional.",Passive
"Travelled out on Wizz Air's new A321 and back on an A320. Seats comfortable, good service. Very competitive pricing. Can't comment on the food or drink quality. You are told what their cabin bag size is when you book online, and that you must check in online if you don't want to pay extra. If you read what the site says during booking, the journey could be flawless.",Promoter
" Edmonton to Oslo via Keflavik. Never again. Ok I have been on the waiting line for 2.5 hours. Customer service is horrible. I could not believe that such a terrible service exists. My flight is from Edmonton to Iceland to Norway and I only have one hour stop in Iceland. They said they cannot connect my flight and I have to collect my bag in Iceland and check in again. I cannot do it in 1 hour, they keep saying that since it is a low fare airline they do not connect and now I am trying to get refund.",Detractor
"  Gatwick to Mauritius in business class. The check in and lounge were of a reasonable standard and the new lounge at Gatwick is nice. Boarding was fine and pre-selected seats retained. The layout and features were standard of club world and service of the level expected. The club kitchen was fairly limited in its offerings. Half the entertainment did not work properly if at all. In short acceptable service. Flight left and arrived on time. However, BA should take note that for this route, Emirates were less expensive and would have offered an A380 offering on both legs. The reason for choosing BA was the fact it was a direct service.",Passive
Flew a roundabout SkyTeam routing from MIA - IST as a result of Hurricane Sandy which included a leg from OTP to IST on Tarom. All staff pleasant cabin load medium so service for the hour flight was prompt and continuous. A very comfortable efficient flight that was stress free.,Promoter
Sydney to Melbourne continuing on from Darwin. Great food in Sydney Qantas Club. Refreshments are advertised on this flight so don't expect anything too much at 8.30pm on a flight little over an hour long. Flight full and service good but refreshment a little disappointing - sweet biscuits and nothing else. Free wine was served so can't really complain. Managed to get an extra leg-room seat which is always good.,Passive
" Milan to Shanghai via Zurich. I go the the airport, I drop my bag, I queue 40 minutes at the gate for security checks and, after that, I go to the duty free. While walking around, I look at the screen and notice that my flight to Zurich has been cancelled. I walk back to the metal detectors area and I ask what I should do. They give me instruction on how to exit the airport from the duty free area and they suggest I go back to the check in desks and ask for a new ticket. I exit a door and I find myself in the arrivals area. I walk around the airport and go back to the departures. I finally arrive to the check in desk and I ask for a new ticket. They guy puts me in the next flight with a 50 minutes connection time to run to the next flight. When he is about to print the new ticket, he asks me if I have any bag to check in. So I tell him that I have already checked in my bag before. He replies that I have to go back to the arrivals, walk to the Lost & Found Items office to get my bag and then go back to his desk. They are not only cancelling my flight but I also have to do their job in fixing the bag situation! I walk again all the way to the arrival, I go the office and they let me access to the luggage area. I get my bag and walk again to the check in desk. I finally get my new ticket, drop again the bag and I ask for an express pass because I have already queued for 40 minutes and I don't want to waste my time again. I ask for a special pass at the Zurich airport cause I have to go thru borders and I only have 50 minutes available. The guy refuses to do so because these privileges are only given to First Class passengers. After all this drama, I finally go on the plane and I understand why they have cancelled my flight. The plane was basically empty and they were flying passengers of 2 different flights. I arrive in Zurich, run to the second flight and I eventually arrive in Shanghai. When I get my bag I discover that it is broken. Arrives the day I have to fly back to Milano. Flight is at 9.50am and because it takes me 1 hour by car to get to the airport, I get up at 5 to get ready. At 5.30 I check my emails and I see 2 emails from Swiss that they sent me both at 4.20. First email: SWISS Flight Delay Information: LX189/11Dec2017 - Flight is delayed 2 hours Second email: Dear SWISS Customer. We regret to inform you that your original travel itinerary can no longer be granted due to an irregularity to one of your flights. Therefore we have rebooked you to another solution. I am sleepy and I don't understand what is going on so I try to call the customer service. Too early, and the China CC is still close. I try to call few European CC and I can't get thru. I decide to go to the airport and see what is going on. They put me on a Finnair flight from Shanghai to Milano via Helsinki. I eventually arrive in Milano at the same time I was expected to arrive if I was flying with them. Despite both times they found me a solution, I just cannot accept and consider normal to have so many problems on 2 out of 2 flights.",Detractor
"First class Beijing to Sydney. They started boarding economy class passengers before first and business! It was only when staff noticed me standing in the first class queue that they figured that I should probably go in now. The first class cabin is nice and I liked my seat. However, service onboard was horrible. The flight attendant barely spoke English, and when she asked what I wanted for dinner, I didn't understand half the choices. There was no printed menu, so I had to make a choice based on what little words I were able to grab from the flight attendant. The food was okay. There were maybe 5 dishes that were mostly good, except for the main dish which was some type of meat that didn't taste good. I didn't get a wine list at any point. The entertainment system was ok, but not that many choices in terms of US films and shows. And the ones available had Chinese subtitles that you couldn't turn off. And before each title started there were long commercials. After the flight attendant turned my seat into a comfy bed, I didn't see her for the next 8 hours or so. She didn't set foot in the cabin. So no way to order more drinks or snacks. And there was no bar or lounge area. I saw the flight attendant again maybe an hour before landing when it was time for breakfast. Food was good and comprehensive. Generally I would not recommend Air China if you plan to shell out for a first class ticket!",Detractor
" Flew Hong Kong to London with Cathay Pacific. The menu option read exactly ""Mushroom fusilli and tomato concasse"", however it was just one small mushroom sliced 5 times garnishing pasta with a tomato sauce. I believe ""tomato concasse"" would normally be crushed tomatoes. No sign of that. The menu option was, Stir fried egg noodles with chicken, vegetables and 2 dumplings. However the amount of chicken and vegetables could be held on one tablespoon. It was essentially just stir fried noodles. The dumplings were small but good. I understand I was flying economy and wasn't expecting Haute Cuisine, however using fancy words to describe something so substandard is just wrong and leads to disappointment when other menu options could have been chosen. The wine was nice but one small glass was less than some other airlines serve. Other aspects of the trip were really good including the plane and service etc. However it would have been good to be able to select a seat and not have one automatically allocated as someone taller than 6 foot could be uncomfortable in a 78 cm pitched seat.",Passive
"  We have had 2 flights from Sao Paulo to Perth. The first and the longest one, which should be the best experience, was average: Seats were not that comfortable. Besides old-style seats and lack of privacy, I realized that there was a hole (on the back of the seat) when sleeping on my seat 2A. Flight attendants could be more responsive when we pressed the button as well as when we got changed into the pyjamas. They could set up our bed more promptly. Food was very tasty. Poor wine list.",Passive
" Atlanta to Fort Lauderdale. Worst company and service ever. No customer service at all, no knowledge on what they are doing and no respect for people. They don't return calls, no notice or fix your ticket IF your flight gets changed because of their service. Very unprofessional",Detractor
" Positifs : Personnel sympathiques Ã  bord, repas trÃ¨s correct et nous sommes partis Ã  l'heure. NÃ©gatif : SiÃ¨ges durs et peu confortable. Heureusement le vol ne durait que 3 heures. Plus que Ã§a, Ã§a aurait Ã©tÃ© trÃ¨s dÃ©sagrÃ©able. C'est la premiÃ¨re fois que j'ai un siÃ¨ge aussi dur. - Positives: Friendly staff on board, very decent meal and we left on time. Negative: Hard seats and uncomfortable. Fortunately the flight lasted only 3 hours. More than that, it would have been very unpleasant. This is the first time I have a seat so hard.",Passive
  Great flying by fine pilots - no turbulence / bumpiness felt at all till descent. IFE amazing - great music lists and other interesting stuff. Having USB charger plus spacious seat pocket and traditional remote control is great. Old plane but interior refurbishment made it sparkle. Overall very clean - bathroom more spacious than other airlines and even had sprayed scents! Friendly crew were great.,Promoter
Flew GA364 SUB-KOE transit at Lombok Intl Airport. The Flight was smooth no delay and service foods flight attendants and seats in Economy class were great. Toilet was clean. Will Fly again with Garuda Indonesia.,Promoter
"  Amarillo to Destin. Seriously the worst airline ever. This is one of many awful experiences with them and it keeps getting worse. After making me more that 6 hours late (which i can understand for weather), they fail to get my luggage on the airplane. Between all of the delays they had plenty of time to switch my luggage so I do not understand why my stuff is missing. Minus a select few, most of the service is terrible.",Detractor
 Beijing to Singapore via Guangzhou. I always choose China Southern Airlines for domestic flight but not international flight. I hope they can improve the entertainment system and provide more choices for meal. I am fed up with noodles or rice with chicken or beef. But the friendly staff at the checkin counter asked for my preferred seat and informed me of the location of the boarding gate.,Passive
" Paris to Prague. Beware, just because you purchased a ticket doesn't mean you'll have a seat on your flight! Eventually haggled hard enough to make our way on, but terrible experience nonetheless - late flight and non existent service. You get what you pay for with these clowns.",Detractor
"Air India maintained timely performance on all my segments. Beyond that, everything is downhill. Air India crew keeps their luggage on the First Class overhead bin. There was no room for me to place my hand luggage. Air India staff (head inflight attendant) told me to go keep it somewhere else or just leave it on the floor! Note: this is the response for a First Class Passenger! Meals were not served in First Class (at least the breakfast). No one came and spoke to you or welcomed you. If meals were served on-demand, on should let the passenger know - right? It was different when checking in though - staff escorted you to the lounge. For some reason, food items that need to be cold (cheese especially) were all in room temperature - not sure why and was not appealing to the taste buds. Food presentation was horrible. Inconsistent service and very chaotic inside the plane throughout the flight. There was no orderliness. Air India is cutting costs and one can tell. Entertainment sucks - especially the TV quality. Inflight map did not work. Looking at flight attendants and their attitude one wonders how they would cope in emergencies. I will not fly them again.",Detractor
LAX-MEX-GRU in Business. Very fast check-in at LAX however the lounge wasn't open which was awkward. Flight to MEX was comfortable however the flight attendant couldn't be bothered to do anything with the meal and the omelette was served cold. Club Premier lounge in DF was great with food wine and showers. Flight to Sao Paulo was average food was great however I didn't think the seat was as comfortable as LAN. All in all decent - much better than an American airline to S America.,Passive
Flew from Bogota to Neiva and the Fokker 50 turboprop-powered plane was noisy. The views of the Andes were excellent though. The drinks were good but the coffee was not very tasty which is odd for a Colombian airline.,Passive
"A dirty and smelly plane, horrible food, dreadful coffee, and bad American Airlines service. Separated from my partner because the flight was overbooked - buying your tickets 8 months beforehand is apparently not enough. First time and last time ever with American Airlines, I have had a better experience in a low cost Russian Tupolev.",Detractor
"I was not expecting much from Air Canada rouge, and was somewhat pleasantly surprised with my flight from Cancun to Montreal. The pane was new and clean, flight crew was good, although even on an international flight, only soft drinks, juice, water are complimentary. Anything else has a price. My main complaint is the cramped seating, narrow, thin cushions, and minimum leg room. Fine if you are less than 5 feet tall and weight less than 100 pounds. If the inconsiderate person in front of you reclines their seat, claustrophobia results. If airlines want to cram more seats in their planes, with even less space, they should limit or eliminate recline.",Detractor
"  Los Angeles to Amman via Paris. They changed our departure flight without informing us, causing us to lose our seats that I upgraded. The plane was awful. I have never sat in such a crammed seat. The seat plus chairs that cost 75$ extra we're only mildly better, giving maybe two more inches of foot space. They told me to purchase additional checked in baggage online so I could receive a discount but the website and app both don't allow any baggage options to be purchased online-what? Then why tell me to purchase online. I opened a flying Blue card with them because I was supposed to get an additional discount on my extra checked in baggage, but I can't even use that, as you can online get that discount when you buy online - then maybe they should change their online service and allow those purchases online. I've have the worst experience on the phone with the customer service reps. Ive had the worst experience online with their website. I don't have issues with technology, but their app is the glitchiest I've seen. Not user friendly. Can't imagine someone like my mother or grandmother trying to use it. I will never fly with them again.",Detractor
" Brussels to Moscow. Not my first flight with Aeroflot. And each time I'm surprised by 5-star onboard service: very polite and attentive flight attendants, always an extra attention for passengers with kids, on board beverages are foreseen for all class passengers, even on very short flight (from Bru to SVO: soft drinks and juice, fresh salad, scone, cheese, butter, bread, warm and very tasty meat or poultry dish, side dish, dessert, tea or coffee - all is tasty en fresh! This is just to compare the ticket of other EU companies who will not serve you anything unless higher class and so much more expensive ticket or on board extra purchases for snacks, and not a full meal). Fleet is super new, clean, again if compare with EU famous airlines. Looks like their high standards of service just grow and do not drop. Concerning the arrival and departure times, all is on time. Even if delayed at a/p of departure due to airtraffic of other (not by Aeroflot depending reason), the arrival time will be same! I can only advise this airline, perfect!",Promoter
The SAS service from London to Copenhagen is the best value for money you can get. It's reasonably priced and you fly with a responsible airline and what appears to be well trained pilots and crew. They are always extremely professional and yet relaxed in the Scandinavian way. Most importantly they are reliable like no other airline I have ever flown. They arrive and depart on time there are no hidden fees (or agendas) and you are never in any doubt if they will care for their passengers or not. I will definitely recommend them.,Promoter
" Flew London Heathrow to St Louis via Dallas Fort Worth. Arrived at Heathrow early and since I had pre-printed my boarding passes was through Fast Track security in minutes. The American Airlines Flagship lounge, while not on par with BA's Concord Room, was quite comfortable with lots of food available, both buffet and from a menu. Boarding was a breeze. The seat was extremely comfortable with a wide variety of IFE available as well as WiFi. The flight attendants were extremely courteous and pre-flight drinks offered. Everything was on time. The food served was very good and these was plenty of it. The staff made frequent checks through the cabin for the duration of the flight. Flying from DFW to STL was also very comfortable with lots of smiles and frequent drink top-ups.",Promoter
Manchester-Doha-Melbourne 20th Feb 2015. First leg to Doha on A330-200 not fully booked I had aisle seat plenty of room for my legs (I'm six foot). My entertainment system froze halfway through the film I was watching so I ended up watching the screen on the next (empty) seat. Shiny screens so your reflection dominates a lot of what you watch. Food reasonable service seemed a little slow but overall a good first leg of the trip. There's only a 45 minute layover in Doha but they are well geared up for this and no trouble with missing luggage despite the gates being at opposite ends of the airport. Second leg to Melbourne on a 777-300ER almost full seats nowhere near as comfortable far less leg room. Better entertainment system than the Airbus matt screen so no reflection problems. Food probably slightly better but again seems to be a slow process. Overall however I arrived in Melbourne feeling fit and refreshed and would definitely take the same route again. Here's hoping for Airbus on the return journey.,Passive
"June 1,3 AF1233, Athens-Paris. Seat was a bit narrow and could have used additional padding. Meal was adequate, but not memorable. No inflight entertainment, and this was especially harsh on a flight that was almost three hours long. There was a three-hour layover at CDG. I requested a wheelchair to transfer from Terminal 2F to Terminal 2E, it was a long distance. Excellent service. June 13, AF80, Paris-San Francisco. On this flight, I had upgraded to Seat Plus, but after boarding, discovered that I was assigned an economy seat, not the seat I paid for (I have since received the $75 refund). The seat I was assigned to was the aisle seat in the last row of the first economy seat section. This seat was near the galley and near the toilets. Because it is in the last row, the seat did not recline fully. It was very narrow and could have used additional padding. The aisles on a B777 are very narrow with barely enough room for the drink/meal cart to manoeuvre. During the boarding process, I got hit by backpacks and carry-on luggage as passengers walked by. Passengers waiting for the toilet would inevitably tap me on the head or shoulder. Two meals were served, dinner after leaving Paris and a snack before arrival in SF. They were adequate, but nothing special. The flight attendants were all friendly, responsive, and attentive.",Passive
Warsaw to Vienna with Austrian Airlines. This was a small plane and some passengers had a hard time stowing their bigger hand luggage in the overhead compartments. The crew was pleasant and I liked that we were served drinks and a snack for a 1 hour flight. At the beginning of the flight a passenger was watching a movie on her phone with no head phones and at a later point a gentleman was playing/changing ringtones on his phone and the whole plane had to listen to this. I think the crew should have told these passengers to use headphones and not disturbed the rest of the people. Overall I think the price of the ticket was high for the service provided.,Passive
